tmdbId,title,overview,cast,director
29454,Face to Face (Ansikte mot ansikte) (1976),A sensitive exploration of the tragic irony of the psychiatrist suffering with mental illness.,"Liv Ullmann,Erland Josephson,Aino Taube",
20481,Nightbreed (1990),A troubled young man is drawn to a mythical place called Midian where a variety of monsters are hiding from humanity.,"Craig Sheffer,Anne Bobby,David Cronenberg",
5481,Beyond the Door II (Schock) (Shock) (Suspense) (1977),A couple is terrorized in their new house haunted by the vengeful ghost of the woman's former husband who possesses her young son.,"Daria Nicolodi,John Steiner,David Colin Jr.",Mario Bava
5485,"Baron Blood (Orrori del castello di Norimberga, Gli) (1972)","A young man, Peter, returns to Austria in search of his heritage. There he visits the castle of an ancestor, a sadistic Baron who was cursed to a violent death by a witch whom the Baron had burned at the stake. Peter reads aloud the incantation that causes Baron Blood to return and continue his murderous tortures.","Joseph Cotten,Elke Sommer,Massimo Girotti",
4552,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)","A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house- all of which are connected to a dark past in the family's history.","Im Soo-jung,Moon Geun-young,Yum Jung-ah",
14510,From Beyond (1986),"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms.","Jeffrey Combs,Barbara Crampton,Ken Foree",Stuart Gordon
24341,Dolls (1987),"A group of people stop by a mansion during a storm and discover two magical toy makers, and their haunted collection of dolls.","Ian Patrick Williams,Carolyn Purdy-Gordon,Carrie Lorraine",Stuart Gordon
22642,"Bucket Of Blood, A (1959)","Nerdy Walter Paisley (Dick Miller), a maladroit busboy at a beatnik cafÃ© who doesn't fit in with the cool scene around him, attempts to woo his beautiful co-worker, Carla (Barboura Morris), by making a bust of her. When his klutziness results in the death of his landlady's cat, he panics and hides its body under a layer of plaster. But when Carla and her friends enthuse over the resulting artwork, Walter decides to create some bigger and more elaborate pieces using the same artistic process.","Dick Miller,Barboura Morris,Antony Carbone",Roger Corman
29235,"Premature Burial, The (1962)",An artist grows distant from his new wife as an irrational horror of premature burial consumes him.,"Ray Milland,Hazel Court,Richard Ney",Roger Corman
24111,Bedlam (1946),"Nell Bowen, the spirited protege of rich Lord Mortimer, becomes interested in the conditions of notorious St. Mary's of Bethlehem Asylum (Bedlam). Nell attempts to bring support to reforming Bedlam, but the cruel Master Sims who runs it has her committed there instead.","Boris Karloff,Anna Lee,Billy House",
17921,Planet of the Vampires (Terrore nello spazio) (1965),"In the near future the two spaceships Argos and Galliot are sent to investigate the mysterious planet Aura. As the Galliot lands on the planet her crew suddenly go berserk and attack each other. The strange event passes, but the crew soon discovers the crashed Argos - and learns that her crew died fighting each other! Investigating further, the explorers come to realize the existence of a race of bodiless aliens that seek to escape from their dying world.","Barry Sullivan,Norma Bengell,Ãngel Aranda",
12205,Dark Water (Honogurai mizu no soko kara) (2002),A woman in the midst of an unpleasant divorce moves to an eerie apartment building with her young daughter. The ceiling of their apartment has a dark and active leak.,"Hitomi Kuroki,Rio Kanno,Mirei Oguchi",Hideo Nakata
39434,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",A young policewoman slowly goes insane while tracking down an elusive serial rapist/killer through Italy when she herself becomes a victim of the brutal man's obsession.,"Asia Argento,Thomas Kretschmann,Marco Leonardi",
34288,"Last Broadcast, The (1998)","Bristling with equipment, two enthusiastic local access cable TV producers recruit an assistant and venture into a forest in search of the mythical and horrifying Jersey Devil. Days later, only one of the trio emerges. He becomes the prime suspect in the disappearances of the other two. However, a local filmmaker examines extensive footage found at the scene and arrives at a different conclusion.","David Beard,Jim Seward,Stefan Avalos",
25853,Dahmer (2002),"On February 15, 1992 in Milwaukee, Wisconsin, Jeffrey Lionel Dahmer, one of the world's most infamous serial killers, was convicted of 15 counts of murder and sentenced to 937 years in federal prison. This movie is based on events from his life. Certain characters and events are fictional.","Jeremy Renner,Bruce Davison,Artel Great",
3072,Frankenstein Unbound (1990),"The ultimate weapon, claimed to be safe for mankind, produces global side-effects including time slides and disappearances. The scientist behind the project and his car are zapped from the year 2031 to 1817 in Switzerland where he meets Dr. Victor Frankenstein, Mary Shelley and others.","John Hurt,Raul Julia,Nick Brimble",
48385,Indestructible Man (1956),"Scientific experiments accidentally revive an executed criminal and make him impervious to harm, allowing him to seek revenge on his former partners, and deal similarly with anyone else who gets in his way.","Lon Chaney Jr.,Max Showalter,Marian Carr",Jack Pollexfen
27545,"Wasp Woman, The (1959)",A cosmetics queen develops a youth formula from jelly taken from queen wasps. She fails to anticipate the typical hoary side effects.,"Susan Cabot,Anthony Eisley,Michael Mark",Roger Corman
22718,Attack of the Giant Leeches (1959),"In a community nearby a swamp, a local dweller sees a couple of giant monsters but nobody believes on his words. Later, the cuckold Dave Walker (Bruno Ve Sota) finds his slut wife Liz Walker (Yvette Vickers) cheating him with his friend Cal Moulton (Michael Emmett). He chases the couple through the swamp, and forces them to jump into the water. The leeches attack them, and the shocked Dave is arrested, accused of murder. Two other locals decide to look for the bodies of Liz and Cal to get the prize of US$ 50.00 per body, and also vanish in the swamp. Finally, Sheriff Steve Benton (Ken Clark) organizes a patrol to investigate the caves under the swamp, finding the lethal giant leeches.","Ken Clark,Jan Shepard,Tyler McVey",Bernard L. Kowalski
39844,Deranged (1974),"A man living in rural Wisconsin takes care of his bed-ridden mother, who is very domineering and teaches him that all women are evil. After she dies he misses her, so a year later he digs her up and takes her home. He learns about taxidermy and begins robbing graves to get materials to patch her up, and inevitably begins looking for fresher sources of materials. Based closely on the true story of Ed Gein.","Roberts Blossom,Cosette Lee,Leslie Carlson",Jeff Gillen
11417,"Lift, De (1983)","A lift begins displaying some erratic behavior, like trapping some party goers and nearly suffocating them, and decapitating a security guard. Felix, the technician from the lift company, can't find anything wrong with the circuitry. When he and a nosy reporter begin asking questions of the lift company's electronics partner (Rising Sun Electronics) his boss puts him on a leave of absence. A subsequent visit to a professor leads them to believe that some evil experiments are being conducted.","Huub Stapel,Willeke van Ammelrooy,Josine van Dalsum",
5722,Beyond the Valley of the Dolls (1970),A hip and happenin' all girl rock group head to LA to claim lead-singer Kelly's inheritance and make it (and make it) in LA. Soon the girls fall into a morass of drugs and deceit as their recording success soars. It takes several tragedies to make them stop and think... but is it too late?,"Dolly Read,Cynthia Myers,Marcia McBroom",Russ Meyer
19128,"1000 Eyes of Dr. Mabuse, The (Die 1000 Augen des Dr. Mabuse) (1960)","A reporter is murdered while driving to his job. The Police are contacted by a clairvoyant who saw the death in a vision, but some dark force is preventing him from seeing the man behind the crime...","Peter van Eyck,Gert FrÃ¶be,Wolfgang Preiss",
32652,Mystery of the Wax Museum (1933),"Sculptor Ivan Igor struggles in vain to prevent his partner from burning his wax museum, and his ""children"". Years later, Igor starts a new museum in New York, but his maimed hands confine him to directing lesser artists. People begin disappearing; Igor takes a sinister interest in Charlotte, fiancÃ©e of his assistant Ralph, but arouses the suspicions of roommate, wisecracking reporter Florence.","Lionel Atwill,Glenda Farrell,Allen Vincent",Michael Curtiz
27115,"Walking Dead, The (1936)","A gang of racketeers frames down-on-his-luck John Elman for murder. After he's found guilty, evidence is brought forth proving his innocence. But it is too late and he is executed anyway. A doctor sees an opportunity to use an experimental procedure to restore him to life but is that entirely possible? Desirable?","Boris Karloff,Ricardo Cortez,Edmund Gwenn",Michael Curtiz
35280,"Other, The (1972)","Chilling and eerie, this supernatural tale of good versus evil coils around twin brothers living with their grandmother in a sleepy rural area during the summer of 1935. After his grandmother encourages Niles to develop what seem to be psychic gifts, Niles starts to suspect that his twin may be involved in recent fatal accidents.","Uta Hagen,Diana Muldaur,Chris Udvarnoky",Robert Mulligan
19185,Night of the Living Dead (1990),"In this remake of the original classic film, a group of people are trapped inside a farmhouse as legions of the walking dead try to get inside and use them for food.","Patricia Tallman,Tony Todd,Tom Towles",Tom Savini
27601,Citizen Toxie: The Toxic Avenger IV (2000),"When the notorious Diaper Mafia take hostage the Tromaville School for the Very Special, only the Toxic Avenger and his morbidly obese sidekick Lardass can save Tromaville.","David Mattey,Debbie Rochon,Clyde Lewis",
18274,Frogs (1972),"Jason Crockett is an aging, grumpy, physically disabled millionaire who invites his family to his island estate for his birthday celebration. Pickett Smith is a free-lance photographer who is doing a pollution layout for an ecology magazine. Jason Crockett hates nature, poisoning anything that crawls on his property. On the night of his birthday the frogs and other members of nature begin to pay Crockett back.","Ray Milland,Sam Elliott,Joan Van Ark",George McCowan
16617,Mindhunters (2004),Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,"Kathryn Morris,Jonny Lee Miller,LL Cool J",Renny Harlin
18333,Hour of the Wolf (Vargtimmen) (1968),"An artist in crisis is haunted by nightmares from the past in Ingmar Bergman's only horror film, which takes place on a windy island. During ""the hour of the wolf"" - between midnight and dawn - he tells his wife about his most painful memories.","Max von Sydow,Liv Ullmann,Gertrud Fridh",
16559,"Picture of Dorian Gray, The (1945)","Dorian Gray, wishing to remain young and handsome for eternity, essentially sells his soul so that a portrait can age instead of him. Over the course of the years, Dorian commits every sort of sin, heavily influenced by his friend Lord Henry Wotton. But as his life goes on, he slowly realises the emptiness and evil which he has succumbed to.","Hurd Hatfield,George Sanders,Donna Reed",
38582,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),Great monster fight sequences are a highlight of the 14th Godzilla film. Aliens armed with a mechanical Godzilla intend to take over the planet.  The earthlings summon the legendary King Seesar to assist Godzilla in the battle to defend earth.,"Masaaki Daimon,Kazuya Aoyama,Reiko Tajima",
136,Freaks (1932),"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.","Harry Earles,Olga Baclanova,Daisy Earles",Tod Browning
28159,"Bat People, The (1974)","Dr. John Beck, recently married, decides to take his wife, Cathy, spelunking in Carlsbad Cavern. While there, Dr. Beck, who specializes in bats, is bitten by a fruit bat. He is then, inexplicably, transformed into a vampire bat. While he escapes and seeks help from another doctor, it is clear the treatments are not working. In fact, they are aggravating his condition. Dr. Beck unwittingly goes on a killing spree, catching the attention of Sergeant Ward.","Stewart Moss,Marianne McAndrew,Michael Pataki",Jerry Jameson
3019,Dr. Jekyll and Mr. Hyde (1931),"Based on the story by Robert Louis Stevenson, Dr. Henry Jekyll believes that there are two distinct sides to men - a good and an evil side. He believes that by separating the two man can become liberated. He succeeds in his experiments with chemicals to accomplish this and transforms into Hyde to commit horrendous crimes. When he discontinues use of the drug it is already too late...","Fredric March,Miriam Hopkins,Rose Hobart",Rouben Mamoulian
8991,Undead (2003),"A quaint Australian fishing village is overcome by meteorites that turn its residents into the ravenous undead, leaving a small group of those unharmed to find a way out.","Felicity Mason,Mungo McKay,Rob Jenkins",
3484,"Mask of Fu Manchu, The (1932)",Boris Karloff stars as the villainous Dr. Fu Manchu in a race with a team of Englishmen to find the tomb of Ghengis Khan. Fu Manchu wants to use the relics to cause an uprising in the East to wipe out the white race.,"Boris Karloff,Lewis Stone,Karen Morley",Charles Brabin
26811,Dr. Terror's House of Horrors (1965),Five strangers board a train and are joined by a mysterious fortune teller who offers to read their Tarot cards. Five separate stories unfold: An architect returns to his ancestoral home to find a werewolf out for revenge; a doctor discovers his new wife is a vampire; a huge plant takes over a house; a musician gets involved with voodoo; an art critic is pursued by a disembodied hand.,"Peter Cushing,Christopher Lee,Donald Sutherland",Freddie Francis
30876,Jungle Holocaust (Ultimo mondo cannibale) (1977),An oil prospector escapes from capture by a primitive cannibal tribe in the Philippine rain forest and heads out to locate his missing companion and their plane to return home.,"Massimo Foschi,Me Me Lai,Ivan Rassimov",Ruggero Deodato
12206,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)","Fritz Lang directed this sequel to his nearly four-hour Dr. Mabuse silent of 1922. The film opens with Detective Hofmeister spying on the activities of a criminal syndicate. Not realizing he has been seen, Hofmeister is attacked by the thugs and later turns up out of his mind.","Rudolf Klein-Rogge,Oscar Beregi Sr.,Paul Bernd",
46767,In a Glass Cage (Tras el cristal) (1986),"A Nazi doctor who had a fetish for young boys feels guilt after torturing and murdering his latest victim, and throws himself off a roof. Some years later, the doctor, confined to an iron lung, accepts as his nurse a boy who secretly witnessed that killing.","GÃ¼nter Meisner,David Sust,Marisa Paredes",
47615,Orgy of the Dead (1965),"Orgy of the Dead is an unrated 1965 film directed by Stephen C. Apostolof under the alias A. C. Stephen. The screenplay was adapted by cult film director Edward D. Wood, Jr from his own novel. It is a combination of horror and erotica, and is something of a transition for Wood, who began as a horror writer and later began writing pornography.","Criswell,Fawn Silver,Pat Barrington",Stephen C. Apostolof
37019,Dr. Jekyll and Ms. Hyde (1995),"In New York in 1995 Dr. Richard Jacks is a creator of perfumes. Thus he spends his days inventing new colorful and well smelling potions and certainly caring for his girlfriend Sarah Carver. But when he discovers that his greatgrandfather, called Dr. Jekyll, was a scientist with revoluntionary discoveries, he tries to follow the footsteps of his ancestor and creates more and more delicate potions until one of them converts him into a spectacular superwoman: Helen Hyde. Knowing that Richard has no clue of her existence Helen enforces a professional career at the back of her ""creator"".","Tim Daly,Sean Young,Lysette Anthony",
71786,Fausto 5.0 (2001),"On his way to a medical convention, Dr Fausto runs into a man who claims the Doctor removed his stomach eight years ago in a surgical operation. Against all odds, he is still alive. The man turns up repeatedly and promises Fausto to make all his wishes come true. Reality starts dissolving and Fausto begins to lose control","Miguel Ãngel SolÃ¡,Eduard FernÃ¡ndez,Najwa Nimri",Isidro Ortiz
112969,Slaughter of the Innocents (1993),"A seasoned FBI Agent's child-genius son assists him on catching a child-killer, a schizophrenic mohab nut who believes he's been chosen by god to be a new Noah.","Scott Glenn,Jesse Cameron-Glickenhaus,Sheila Tousey",
42469,"Creeping Flesh, The (1973)","A scientist comes to believe that evil is a disease of the blood and that the flesh of a skeleton he has brought back from New Guinea contains it in a pure form. Convinced that his wife, a Folies Bergere dancer who went insane, manifested this evil he is terrified that it will be passed on to their daughter. He tries to use the skeleton's blood to immunise her against this eventuality, but his attempt has anything but the desired result.","Peter Cushing,Lorna Heilbron,Christopher Lee",Freddie Francis
21619,King of the Ants (2003),"A young drifter, struggling to makes ends meet, accepts a job to kill a prominent accountant. When he isn't paid for the hit, revenge is now his path.","Chris L. McKenna,Kari Wuhrer,George Wendt",Stuart Gordon
9680,Uncle Sam (1997),"Desert Storm vet who was killed in combat rises from the grave on July Fourth, to kill the unpatriotic citizens of his hometown, after some teens burn an American flag over his burial site.","William Smith,David ""Shark"" Fralick,Christopher Ogden",William Lustig
39868,Evilspeak (1981),"Bullied by classmates, a pudgy military-school student fights back by computer with the devil.","Clint Howard,R. G. Armstrong,Joe Cortese",
23750,Revengers Tragedy (2002),"Revengers Tragedy is a film adaptation of the 1606 play The Revenger's Tragedy It was directed by Alex Cox and adapted for the screen by Cox's fellow Liverpudlian, Frank Cottrell Boyce. The film stars Christopher Eccleston as the revenge-obsessed Vindice, with Derek Jacobi and Eddie Izzard.","Christopher Eccleston,Eddie Izzard,Derek Jacobi",Alex Cox
44289,Octane (2003),"After a family visit, stressed businesswoman Senga Wilson (Madeleine Stowe) is driving with her rebellious daughter, Nat (Mischa Barton), down an ominous highway in the middle of the night. After they pick up a weird teenage hitchhiker (Bijou Phillips), their journey goes awry. Nat decides to give her mom the slip and runs off with the hitchhiker at a rest stop. In a desperate search to find her daughter, Senga learns that Nat has been drawn into an evil cult.","Madeleine Stowe,Norman Reedus,Bijou Phillips",Marcus Adams
395,AVP: Alien vs. Predator (2004),"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.","Sanaa Lathan,Raoul Bova,Lance Henriksen",
11026,Exorcist: The Beginning (2004),"Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, Merrin must face-off with the demon which has taken possession of somebody close to him.","Stellan SkarsgÃ¥rd,Izabella Scorupco,James D'Arcy",Renny Harlin
40087,Cheerleader Camp (1987),"Alison follows her friends to a summer camp for cheerleaders. But she is having bad nightmares. Her boyfriend has followed her to the camp but he seems to be more interested in the other girls, girls who sooner or later are found brutally murdered. Alison starts to believe that she has a split-personality who kills them.","Betsy Russell,Leif Garrett,Lucinda Dickey",John Quinn
11237,Anacondas: The Hunt for the Blood Orchid (2004),"The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home.","Johnny Messner,KaDee Strickland,Morris Chestnut",Dwight H. Little
13559,"Mangler, The (1995)","When an accident involving a folding machine at an old laundry happens, detective John Hunton investigates. While he tries to solve the mystery, Bill Gartley, the owner, wants to find new victims for his machine.","Ted Levine,Robert Englund,Daniel Matmor",
66566,Past Midnight (1992),"A man gets out of prison after 15 years for stabbing his wife to death, and his social worker becomes convinced he was innocent. As she researches his case, and interviews other people who were involved, she begins to fall in love with him, as her friends warn her that he's dangerous.","Rutger Hauer,Natasha Richardson,Clancy Brown",Jan Eliasberg
24924,Night of the Demons (1988),"While conducting a seance during a Halloween party, high-school seniors unlock the demon that remains locked in the crematorium.","Cathy Podewell,Alvin Alexis,Amelia Kinkade",Kevin Tenney
17994,Witchboard (1986),"Playing around with a Ouija board, a trio of friends succeeds in contacting the spirit of a young boy. Trouble begins when the evil spirit, Malfeitor, takes over one of their bodies.","Stephen Nichols,Tawny Kitaen,Todd Allen",
1577,Resident Evil: Apocalypse (2004),"As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.","Milla Jovovich,Sienna Guillory,Oded Fehr",Alexander Witt
747,Shaun of the Dead (2004),"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.","Simon Pegg,Nick Frost,Kate Ashfield",
26230,Class of Nuke 'Em High Part II: Subhumanoid Meltdown (1991),"The class of nuke 'em high is back, and this time they're in college! Tromaville's nuclear factory has been rebuilt and now includes the Tromaville institute of technology. Located inside the nuclear plant, Tromaville Tech is where Prof. Holt has perfected Sub-humanoids.... Living beings without emotions, who have been genetically programmed to perform menial tasks. When school reporter Roger Smit","Brick Bronsky,Lisa Gaye,Leesa Rowland",
18196,"Sentinel, The (1977)","A commitment-shy New York fashion model moves into an old brownstone apartment, meets her weird neighbours and discovers sheâ€™s sitting on the gateway to Hell.","Cristina Raines,Chris Sarandon,Martin Balsam",
70345,SSSSSSS (1973),"David, a college student, is looking for a job. He is hired by Dr. Stoner as a lab assistant for his research and experiments on snakes. David also begins to fall for Stoner's young daughter, Kristina. However, the good doctor has secretly brewed up a serum that can transform any man into a King Cobra snake-and he plans to use it on David.","Strother Martin,Dirk Benedict,Heather Menzies",Bernard L. Kowalski
42215,"Legacy, The (1978)","Sam Elliott and Katharine Ross star as architects brought to a secluded estate by an eccentric millionaire. They and other guests become trapped, leading to a series of grisly deaths which point to a supernaturalâ€¦","Katharine Ross,Sam Elliott,Roger Daltrey",Richard Marquand
43105,"Alligator People, The (1959)","A newly wed couple are sitting on a train when the husband receives an urgent telegram. When he gets off at a station to make a phone call the train pulls away without him. After years of searching his wife finally tracks him down on his family's southern estate, where she discovers that a failed medical treatment has had a horrible effect upon him.","Beverly Garland,Richard Crane,Frieda Inescort",Roy Del Ruth
27816,Basket Case 3: The Progeny (1992),"Henelotter up's the ante in the final part of his trilogy by introducing a new member to the family; the potentially monstrous fruit of hideously deformed Belial's loins. With the pair still enjoying relative anonymity and comfort in their new found home (presided over by Granny Roth), things however take a downward turn on a trip to the Georgia Clinic of Uncle Hal, which leads to an encounter with an especially nasty redneck sheriff and his similarly blinkered band of merry men.","Kevin Van Hentenryck,Annie Ross,Gil Roper",
27815,Basket Case 2 (1990),"Having eluded the authorities after a series of grisly murders, the pair find sanctuary at the palatial home of Granny Ruth, an eccentric philanthropist who rallies the cause of ""Unique Individuals"". But even amongst ""friends"" the pair soon find themselves having to confront their murderous past.","Kevin Van Hentenryck,Annie Ross,Heather Rattray",
12707,Orca: The Killer Whale (1977),"After witnessing the killing of his mate and offspring at Captain Nolan's hands, a vengeful killer whale goes on a rampage in the fisherman's Newfoundland harbor. Under pressure from the villagers, Nolan, Rachel and Umilak sail after the great beast, who will meet them on its own turf.","Richard Harris,Charlotte Rampling,Will Sampson",Michael Anderson
43117,I Married a Monster from Outer Space (1958),A young bride suspects her husband has been replaced by a space invader.,"Tom Tryon,Gloria Talbott,Alan Dexter",Gene Fowler Jr.
62697,Bug (1975),"An earthquake releases a strain of mutant cockroaches with the ability to start fires, which proceed to cause destructive chaos in a small town. The studies carried out by scientist James Parmiter, however, reveal an intent with much more far-reaching consequences.","Bradford Dillman,Joanna Miles,Richard Gilliland",Jeannot Szwarc
31655,"Terror, The (1963)","Lieutenant Andre Duvalier has been accidentally separated from his regiment. He is wandering near the coast when he sees a young woman. He asks the road to Coldon, where he hopes to rejoin his regiment. But the woman doesn't answer, doesn't even greet him and walks away. Eventually she takes him to the sea, where she disappears in rough water. How can he save the mysterious girl?","Boris Karloff,Jack Nicholson,Sandra Knight",Monte Hellman
27498,Jack-O (1995),"A long long time ago a wizard was put to death, but he swore vengeance on the townsfolk that did him in, particularly Arthur Kelly's family. Arthur had done the final graces on him when he came back to life as Mr. Jack the Pumpkin Man. The Kellys proliferated through the years, and when some devil-may-care teens accidentally unleash Jack-O, young Sean Kelly must stop him somehow as his suburban world is accosted and the attrition rate climbs","Linnea Quigley,Maddisen K. Krown,Gary Doles",Steve Latshaw
8689,Cannibal Holocaust (1980),A New York University professor returns from a rescue mission to the Amazon rainforest with the footage shot by a lost team of documentarians who were making a film about the area's local cannibal tribes.,"Robert Kerman,Francesca Ciardi,Perry Pirkanen",Ruggero Deodato
29445,Epidemic (1988),"The second of Trier's films known collectively as the Europa trilogy. The other two films in the trilogy are The Element of Crime (1984) and Europa (1991). Co-written by Niels VÃ¸rsel, the film focuses on the screenwriting process. VÃ¸rsel and von Trier play themselves, coming up with a last-minute script for a producer. This story is intercut with scenes from the film they write, in which von Trier plays a renegade doctor trying to cure a modern-day epidemic. In an ironic twist, the doctor discovers that he himself has been spreading the virus.","Lars von Trier,Niels VÃ¸rsel,Claes Kastholm Hansen",
3053,"Fearless Vampire Killers, The (1967)","A noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress.","Jack MacGowran,Roman Polanski,Alfie Bass",
28153,It's Alive (1974),"Heavily pregnant Lenore Davis tells her husband, Frank, that she is in labor. They leave their eleven year-old son Chris with their friend Charley and they head to the Community Hospital. Lenore feels that something is wrong and delivers a monster that kills the team in the delivery room and escapes through a skylight. Lieutenant Perkins comes to the hospital to investigate the murder and the press divulges the identity of the parents. Frank discovers a dark secret about Lenore and the baby.","John P. Ryan,Sharon Farrell,Andrew Duggan",
12483,Riding the Bullet (2004),"Set in 1969, Alan Parker (Jackson) is a young artist, studying at the University of Maine. He becomes obsessed with death, and believing he is losing his girlfriend, Jessica (Christensen), he tries to commit suicide on his birthday but his friends manage to stop him, and he recovers. He receives news that his mother is dying and decides to hitchhike, in an attempt to reach his dying mom.","Jonathan Jackson,David Arquette,Cliff Robertson",
1970,"Grudge, The (2004)","American nurse, Karen Davis moves to Tokyo and encounters a vengeful supernatural spirit known as The Grudge that often possesses its victims. When a series of horrifying and mysterious deaths occur â€“ with the spirit passing its curse onto each victim - Karen must find away to break the spell before she becomes the spirit's next victim.","Sarah Michelle Gellar,Jason Behr,William Mapother",
176,Saw (2004),"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...","Cary Elwes,Leigh Whannell,Danny Glover",
11249,Seed of Chucky (Child's Play 5) (2004),"The killer doll is back! The all-new film is the fifth in the popular series of Chucky (""Child's Play"") horror comedies. Making his directorial debut is the franchise creator and writer of all five films, Don Mancini. The film introduces Glen (voiced by ""The Lord of the Rings"" star Billy Boyd), the orphan doll offspring of the irrepressible devilish-doll-come-to-life Chucky (again voiced by series","Brad Dourif,Jennifer Tilly,Billy Boyd",
36648,Blade: Trinity (2004),"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed - The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him, the original vampire, Dracula.","Wesley Snipes,Jessica Biel,Ryan Reynolds",
28421,"Invisible Man Returns, The (1940)","The owner of a coal mining operation, falsely imprisoned for fratricide, takes a drug to make him invisible, despite its side effect: gradual madness.","Cedric Hardwicke,Vincent Price,Nan Grey",
30996,Splatter University (1984),A sociology instructor finds her new teaching duties at a private college interrupted by the presence of a killer.,"Forbes Riley,Ric Randig,Dick Biel",
3016,Dr. Jekyll and Mr. Hyde (1920),Dr. Jekyll and Mr. Hyde is a 1920 horror silent film based upon Robert Louis Stevenson's novella The Strange Case of Dr Jekyll and Mr Hyde and starring actor John Barrymore.,"John Barrymore,Brandon Hurst,Martha Mansfield",John S. Robertson
2972,"Golem, The (Golem, wie er in die Welt kam, Der) (1920)","In the 16th century, the Jews of Prague face persecution. Rabbi Loew creates a giant golem out of clay, to protect the people. This film should not be confused with  director Paul Wegener's  with Henrik Galeen 1915 mostly lost film The Golem (Der Golem) which was his  first film to explore the myth.","Paul Wegener,Albert SteinrÃ¼ck,Lyda Salmonova",Carl Boese
57283,Haxan: Witchcraft Through the Ages (a.k.a. The Witches) (1922),"Grave robbing, torture, possessed nuns, and a satanic Sabbath: Benjamin Christensen's legendary film uses a series of dramatic vignettes to explore the scientific hypothesis that the witches of the Middle Ages suffered the same hysteria as turn-of-the-century psychiatric patients. But the film itself is far from serious-- instead it's a witches' brew of the scary, gross, and darkly humorous.","Benjamin Christensen,Ella La Cour,Emmy SchÃ¸nfeld",
18987,"Hunchback of Notre Dame, The (1923)","Hunchback's story revolves around a beautiful gypsy dancer, Esmeralda (Patsy Ruth Miller) and the men in the life. Esmeralda's possessive guardian is Clopin, King of the Beggars (Ernest Torrence). He is willing to barter her to advance his interests and those of his impoverished followers. She loves and is loved in turn by Phoebus de Chateaupers (Norman Kerry) a cavalier of King Louis XI (Tully Marshall). Esmeralda is also the obsessive object of Jehan (Brandon Hurst) the villainous brother of Dom Claudio (Nigel De Brulier) the cathedral's saintly Archdeacon. And she is adored by Quasimodo, the grotesque bellringer of Notre Dame for her kindness to him after an unjust flogging. During a tender moment between the dancer and the soldier, the jealous Jehan stabs Phoebus. Esmeralda is accused of the crime, tortured and sentenced to hang. Workmen from the cathedral stop laboring to enjoy her public execution, the following day, while Quasimodo watches in horror.","Lon Chaney,Patsy Ruth Miller,Norman Kerry",Wallace Worsley
